Source,Description,ID,Units,Link,Analyzed timeframe ,Link,Resolution,Data access,Source,Category,Reference
WORLD_BANK_Global_Solar_Atlas,WORLD BANK Direct normal irradiation,WB_DNI,kWh/m2,http://globalsolaratlas.info/downloads/world,1994/1999/2007 (depending on the region) to 2015 ,http://globalsolaratlas.info/downloads/world,30 arcsec,9-Jan-17,Satellite,Radiation,"ESMAP. 2019. Global Solar Atlas 2.0 Technical Report. Washington, DC: World Bank."
WORLD_BANK_Global_Solar_Atlas,WORLD BANK Air temperature at 2 m above ground level,WB_TEMP,°C,http://globalsolaratlas.info/downloads/world,1994-2015 ,http://globalsolaratlas.info/downloads/world,30 arcsec,9-Jan-17,Satellite,Radiation,"ESMAP. 2019. Global Solar Atlas 2.0 Technical Report. Washington, DC: World Bank."
WORLD_BANK_Global_Solar_Atlas,WORLD BANK Terrain elevation above sea level,WB_ELE,meters,http://globalsolaratlas.info/downloads/world,NA,http://globalsolaratlas.info/downloads/world,30 arcsec,9-Jan-17,Satellite,Geography and physical terrain,"ESMAP. 2019. Global Solar Atlas 2.0 Technical Report. Washington, DC: World Bank."
GPCC_Global_Precipitation_Climatology_Centre__Full_Data_Reanalysis_Version_7,GPCC Precipitation spring,GPCC_Spring,mm,ftp://ftp.dwd.de/pub/data/gpcc/html/fulldata_v7_doi_download.html,1951-2000,ftp://ftp.dwd.de/pub/data/gpcc/html/fulldata_v7_doi_download.html,0.5°,4-Feb-16,Climate stations,Precipitation,"Becker, A., Finger, P., Meyer-Christoffer, A., Rudolf, B. & Ziese, M. GPCC Full Data Reanalysis Version 7.0 at 0.5: Monthly Land-Surface Precipitation from Rain-Gauges built on GTS-based and Historic Data. (DOI, 2011)"
GPCC_Global_Precipitation_Climatology_Centre__Full_Data_Reanalysis_Version_7,GPCC Precipitation summer,GPCC_Summer,mm,ftp://ftp.dwd.de/pub/data/gpcc/html/fulldata_v7_doi_download.html,1951-2000,ftp://ftp.dwd.de/pub/data/gpcc/html/fulldata_v7_doi_download.html,0.5°,4-Feb-16,Climate stations,Precipitation,"Becker, A., Finger, P., Meyer-Christoffer, A., Rudolf, B. & Ziese, M. GPCC Full Data Reanalysis Version 7.0 at 0.5: Monthly Land-Surface Precipitation from Rain-Gauges built on GTS-based and Historic Data. (DOI, 2011)"
WorldClim_Version2,WorldClim Minimum temperature spring,WC2_Tmin_spring,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim Minimum temperature summer,WC2_Tmin_summer,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim Maximum temperature spring,WC2_Tmax_spring,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim Maximum temperature summer,WC2_Tmax_summer,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim average temperature spring,WC2_Average_temperature_spring,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim average temperature summer,WC2_Average_temperature_summer,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim precipitation spring,WC2_Pre_spring,mm,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Precipitation,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim precipitation summer,WC2_Pre_summer,mm,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Precipitation,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim solar radiation spring,WC2_Solar_radiation_spring,kJ m-2 day-1,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Radiation,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim solar radiation summer,WC2_Solar_radiation_summer,kJ m-2 day-1,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Radiation,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim water Vapor Pressure Spring,WC2_Water_vapor_pressure_spring,kPa,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Atmospheric,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim water Vapor Pressure Summer,WC2_Water_vapor_pressure_summer,kPa,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Atmospheric,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO1 = Annual mean temperature,WC2_BIO1,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO2 = Mean diurnal range,WC2_BIO2,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO3 = Isothermality,WC2_BIO3,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO4 = Temperature seasonality,WC2_BIO4,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO5 = Max temperature of warmest month,WC2_BIO5,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO6 = Min temperature of coldest month,WC2_BIO6,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO7 = Temperature annual range,WC2_BIO7,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO8 = Mean temperature of wettest quarter,WC2_BIO8,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO9 = Mean temperature of driest quarter,WC2_BIO9,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO10 = Mean temperature of warmest quarter,WC2_BIO10,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO11 = Mean temperature of coldest quarter,WC2_BIO11,°C,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Temperature,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO12 = Annual precipitation,WC2_BIO12,mm,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Precipitation,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO13 = Precipitation of wettest month,WC2_BIO13,mm,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Precipitation,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO14 = Precipitation of driest month,WC2_BIO14,mm,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Precipitation,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO15 = Precipitation seasonality,WC2_BIO15,mm,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Precipitation,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO16 = Precipitation of wettest quarter,WC2_BIO16,mm,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Precipitation,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO17 = Precipitation of driest quarter,WC2_BIO17,mm,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Precipitation,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClim BIO18 = Precipitation of warmest quarter,WC2_BIO18,mm,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Precipitation,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
WorldClim_Version2,WorldClimBIO19 = Precipitation of coldest quarter,WC2_BIO19,mm,http://worldclim.org/version2,1970-2000,http://worldclim.org/version2,30 arc sec,9-Aug-17,Satellite & climate stations,Precipitation,"Fick, Stephen E., and Robert J. Hijmans. ""WorldClim 2: new 1_km spatial resolution climate surfaces for global land areas."" International Journal of Climatology (2017)."
CHELSA_(Climatologies_at_high_resolution_for_the_earths_land_surface_areas),CHELSA Minimum temperature spring,CHELSA_Tmin_spring,°C,http://chelsa-climate.org/,1979-2013,http://chelsa-climate.org/,30 arc sec,9-Sep-16,Satellite & climate stations,Temperature,"Karger, Dirk Nikolaus, et al. ""Climatologies at high resolution for the earth's land surface areas."" arXiv preprint arXiv:1607.00217 (2016)."
CHELSA_(Climatologies_at_high_resolution_for_the_earths_land_surface_areas),CHELSA Minimum temperature summer,CHELSA_Tmin_summer,°C,http://chelsa-climate.org/,1979-2013,http://chelsa-climate.org/,30 arc sec,9-Sep-16,Satellite & climate stations,Temperature,"Karger, Dirk Nikolaus, et al. ""Climatologies at high resolution for the earth's land surface areas."" arXiv preprint arXiv:1607.00217 (2016)."
CHELSA_(Climatologies_at_high_resolution_for_the_earths_land_surface_areas),CHELSA Maximum temperature spring,CHELSA_Tmax_spring,°C,http://chelsa-climate.org/,1979-2013,http://chelsa-climate.org/,30 arc sec,9-Sep-16,Satellite & climate stations,Temperature,"Karger, Dirk Nikolaus, et al. ""Climatologies at high resolution for the earth's land surface areas."" arXiv preprint arXiv:1607.00217 (2016)."
CHELSA_(Climatologies_at_high_resolution_for_the_earths_land_surface_areas),CHELSA Maximum temperature summer,CHELSA_Tmax_summer,°C,http://chelsa-climate.org/,1979-2013,http://chelsa-climate.org/,30 arc sec,9-Sep-16,Satellite & climate stations,Temperature,"Karger, Dirk Nikolaus, et al. ""Climatologies at high resolution for the earth's land surface areas."" arXiv preprint arXiv:1607.00217 (2016)."
CHELSA_(Climatologies_at_high_resolution_for_the_earths_land_surface_areas),CHELSA Average temperature spring,CHELSA_Tmean_spring,°C,http://chelsa-climate.org/,1979-2013,http://chelsa-climate.org/,30 arc sec,9-Sep-16,Satellite & climate stations,Temperature,"Karger, Dirk Nikolaus, et al. ""Climatologies at high resolution for the earth's land surface areas."" arXiv preprint arXiv:1607.00217 (2016)."
CHELSA_(Climatologies_at_high_resolution_for_the_earths_land_surface_areas),CHELSA Average temperature summer,CHELSA_Tmean_summer,°C,http://chelsa-climate.org/,1979-2013,http://chelsa-climate.org/,30 arc sec,9-Sep-16,Satellite & climate stations,Temperature,"Karger, Dirk Nikolaus, et al. ""Climatologies at high resolution for the earth's land surface areas."" arXiv preprint arXiv:1607.00217 (2016)."
CHELSA_(Climatologies_at_high_resolution_for_the_earths_land_surface_areas),CHELSA Interannual Temperature ,CHELSA_Interann_Temp,°C,http://chelsa-climate.org/,1979-2013,http://chelsa-climate.org/,30 arc sec,9-Sep-16,Satellite & climate stations,Temperature,"Karger, Dirk Nikolaus, et al. ""Climatologies at high resolution for the earth's land surface areas."" arXiv preprint arXiv:1607.00217 (2016)."
CHELSA_(Climatologies_at_high_resolution_for_the_earths_land_surface_areas),CHELSA Precipitation Spring,CHELSA_Pre_spring,mm,http://chelsa-climate.org/,1979-2013,http://chelsa-climate.org/,30 arc sec,9-Sep-16,Satellite & climate stations,Precipitation,"Karger, Dirk Nikolaus, et al. ""Climatologies at high resolution for the earth's land surface areas."" arXiv preprint arXiv:1607.00217 (2016)."
CHELSA_(Climatologies_at_high_resolution_for_the_earths_land_surface_areas),CHELSA Precipitation Summer,CHELSA_Pre_summer,mm,http://chelsa-climate.org/,1979-2013,http://chelsa-climate.org/,30 arc sec,9-Sep-16,Satellite & climate stations,Precipitation,"Karger, Dirk Nikolaus, et al. ""Climatologies at high resolution for the earth's land surface areas."" arXiv preprint arXiv:1607.00217 (2016)."
CHELSA_(Climatologies_at_high_resolution_for_the_earths_land_surface_areas),CHELSA Interannual precipitation ,CHELSA_Interann_pre,mm,http://chelsa-climate.org/,1979-2013,http://chelsa-climate.org/,30 arc sec,9-Sep-16,Satellite & climate stations,Precipitation,"Karger, Dirk Nikolaus, et al. ""Climatologies at high resolution for the earth's land surface areas."" arXiv preprint arXiv:1607.00217 (2016)."
CHELSA_(Climatologies_at_high_resolution_for_the_earths_land_surface_areas),CHELSA BIO1 = Annual mean temperature,CHELSA_BIO1,°C,http://chelsa-climate.org/,1979-2013,http://chelsa-climate.org/,30 arc sec,9-Sep-16,Satellite & climate stations,Temperature,"Karger, Dirk Nikolaus, et al. ""Climatologies at high resolution for the earth's land surface areas."" arXiv preprint arXiv:1607.00217 (2016)."
CHELSA_(Climatologies_at_high_resolution_for_the_earths_land_surface_areas),CHELSA BIO2 = Mean diurnal range,CHELSA_BIO2,°C,http://chelsa-climate.org/,1979-2013,http://chelsa-climate.org/,30 arc sec,9-Sep-16,Satellite & climate stations,Temperature,"Karger, Dirk Nikolaus, et al. ""Climatologies at high resolution for the earth's land surface areas."" arXiv preprint arXiv:1607.00217 (2016)."
CHELSA_(Climatologies_at_high_resolution_for_the_earths_land_surface_areas),CHELSA BIO3 = Isothermality,CHELSA_BIO3,°C,http://chelsa-climate.org/,1979-2013,http://chelsa-climate.org/,30 arc sec,9-Sep-16,Satellite & climate stations,Temperature,"Karger, Dirk Nikolaus, et al. ""Climatologies at high resolution for the earth's land surface areas."" arXiv preprint arXiv:1607.00217 (2016)."
CHELSA_(Climatologies_at_high_resolution_for_the_ç_land_surface_areas),CHELSA BIO4 = Temperature seasonality,CHELSA_BIO4,°C,http://chelsa-climate.org/,1979-2013,http://chelsa-climate.org/,30 arc sec,9-Sep-16,Satellite & climate stations,Temperature,"Karger, Dirk Nikolaus, et al. ""Climatologies at high resolution for the earth's land surface areas."" arXiv preprint arXiv:1607.00217 (2016)."
CHELSA_(Climatologies_at_high_resolution_for_the_earths_land_surface_areas),CHELSA BIO5 = Max temperature of warmest month,CHELSA_BIO5,°C,http://chelsa-climate.org/,1979-2013,http://chelsa-climate.org/,30 arc sec,9-Sep-16,Satellite & climate stations,Temperature,"Karger, Dirk Nikolaus, et al. ""Climatologies at high resolution for the earth's land surface areas."" arXiv preprint arXiv:1607.00217 (2016)."
